Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,post_space,amplitude,pitch,time,speed,isImpWord
got,219.56,219.82,0.26,0.3,0,3,0.0866666666666666,0.3000000000000113,0.3955323616163319,231.4214454714801,219.69,11.538461538461538,True
some,220.12,220.3,0.18,0.08,0,4,0.045,0.079999999999984,0.1433764177551645,221.36526650165723,220.21,22.22222222222222,False
rock,220.38,220.68,0.3,0.06,0,4,0.075,0.0600000000000022,0.3268631660973766,229.4836943587763,220.53,13.333333333333334,True
awesome,220.74,221.26,0.52,0.26,0,7,0.0742857142857142,0.2600000000000193,0.1768303146346008,174.5848757828607,221.0,13.461538461538462,True
aucs,221.52,222.12,0.6,1.12,0,4,0.15,1.1200000000000043,0.1062329162733461,180.6108533012392,221.82,6.666666666666667,True
we,223.24,223.32,0.08,0.06,0,2,0.04,0.0600000000000022,0.1002338670557006,222.87284355968143,223.28,25.0,False
were,223.38,223.48,0.1,0.04,0,4,0.025,0.0400000000000204,0.2873967600055294,268.7804538535187,223.43,40.0,False
doing,223.52,223.72,0.2,0.08,0,5,0.04,0.0800000000000125,0.2136065515910332,224.97920274052888,223.62,25.0,False
great,223.8,224.26,0.46,0.24,0,5,0.092,0.2400000000000091,0.1616265472213618,210.47939277897535,224.03,10.869565217391305,True
at,224.5,224.62,0.12,0.04,0,2,0.06,0.039999999999992,0.0997693523721644,183.0531085005265,224.56,16.666666666666668,False
predicting,224.66,225.08,0.42,0.06,0,10,0.0419999999999999,0.0599999999999738,0.0993382978041085,182.2022924887784,224.87,23.80952380952381,False
when,225.14,225.36,0.22,0.1,0,4,0.055,0.0999999999999943,0.2109378327370554,187.33493565908103,225.25,18.181818181818183,False
patience,225.46,226.06,0.6,0.1,0,8,0.075,0.0999999999999943,0.0814038316520134,172.39429759726116,225.76,13.333333333333334,True
were,226.16,226.28,0.12,0.04,0,4,0.03,0.039999999999992,0.1196422356100897,178.975502857715,226.22,33.333333333333336,False
likely,226.32,226.62,0.3,0.06,0,6,0.0499999999999999,0.0600000000000022,0.1120892619001505,164.01396390322046,226.47,20.0,False
to,226.68,226.74,0.06,0.06,0,2,0.03,0.0600000000000022,0.1029019094837973,,226.71,33.333333333333336,False
die,226.8,227.06,0.26,0.96,0,3,0.0866666666666666,0.960000000000008,0.1279445340828697,,226.93,11.538461538461538,True
yeah,228.02,228.02,0.0,0.76,0,4,0.0,0.7599999999999909,,,228.02,inf,False
our,228.78,228.92,0.14,0.04,0,3,0.0466666666666666,0.0400000000000204,0.4265229492645266,292.1780395733149,228.85,21.428571428571427,False
conditions,228.96,229.36,0.4,0.02,0,10,0.04,0.0199999999999818,0.2161497503241355,239.29663162085623,229.16000000000005,25.0,False
were,229.38,229.46,0.08,0.02,0,4,0.02,0.0199999999999818,0.4086894534293478,292.4003135541844,229.42,50.0,False
like,229.48,229.6,0.12,0.06,0,4,0.03,0.0600000000000022,0.3455292397320652,262.4106466755632,229.54,33.333333333333336,False
how,229.66,229.92,0.26,0.14,0,3,0.0866666666666666,0.1400000000000147,0.46094311492936,243.1655414352049,229.79,11.538461538461538,True
this,230.06,230.18,0.12,0.04,0,4,0.03,0.039999999999992,0.2518944222044724,235.6435521170195,230.12,33.333333333333336,False
is,230.22,230.3,0.08,0.04,0,2,0.04,0.039999999999992,0.1853653037561854,277.1190005824972,230.26,25.0,False
amazing,230.34,230.82,0.48,0.58,0,7,0.0685714285714285,0.5800000000000125,0.2181420282439519,245.30483002097105,230.58,14.583333333333334,True
so,231.4,231.52,0.12,0.06,0,2,0.06,0.0600000000000022,0.2302991955702034,260.3840107730685,231.46,16.666666666666668,False
we,231.58,231.64,0.06,0.06,0,2,0.03,0.0600000000000022,0.3102052244833186,286.9534454927718,231.61,33.333333333333336,False
started,231.7,231.98,0.28,0.04,0,7,0.04,0.0400000000000204,0.3174491739695654,233.6765537834284,231.84,24.999999999999996,False
digging,232.02,232.32,0.3,1.9,0,7,0.0428571428571428,1.9000000000000057,0.1547463420331659,195.05808152313944,232.17,23.333333333333336,False
and,234.22,234.36,0.14,0.04,0,3,0.0466666666666666,0.039999999999992,0.3349640773164732,254.88214442769825,234.29,21.428571428571427,False
what,234.4,234.52,0.12,0.02,0,4,0.03,0.0199999999999818,0.4109891167059477,250.3173120101949,234.46,33.333333333333336,False
we,234.54,234.6,0.06,0.06,0,2,0.03,0.0600000000000022,0.2887148865515342,202.5714977131498,234.57,33.333333333333336,False
discovered,234.66,235.12,0.46,0.02,0,10,0.046,0.0199999999999818,0.2658092625636514,228.5164243980573,234.89,21.73913043478261,False
is,235.14,235.22,0.08,0.0,0,2,0.04,0.0,0.2111292427841876,279.61158022258536,235.18,25.0,False
that,235.22,235.3,0.08,0.06,0,4,0.02,0.0600000000000022,0.3736144240460936,223.7439912008556,235.26,50.0,False
often,235.36,235.66,0.3,0.02,0,5,0.06,0.0200000000000102,0.212519380534507,204.166941947085,235.51,16.666666666666668,False
times,235.68,236.1,0.42,0.12,0,5,0.0839999999999999,0.1200000000000045,0.2520507912142673,284.7113348193841,235.89,11.904761904761903,True
our,236.22,236.3,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.5848618521007694,232.1895737042223,236.26,37.5,False
a,236.36,236.42,0.06,0.1,0,1,0.06,0.1000000000000227,0.3341680788647648,221.24230469299724,236.39,16.666666666666668,False
eyes,236.52,236.76,0.24,0.02,0,4,0.06,0.0200000000000102,0.3240066236413796,226.55219921132655,236.64,16.666666666666668,False
were,236.78,236.9,0.12,0.04,0,4,0.03,0.039999999999992,0.1469029985596088,238.5177239272148,236.84,33.333333333333336,False
not,236.94,237.14,0.2,0.08,0,3,0.0666666666666666,0.0800000000000125,0.3170541040740556,251.47011623586448,237.04,15.0,True
actually,237.22,237.58,0.36,0.08,0,8,0.045,0.079999999999984,0.1135604018432701,265.37135834956746,237.4,22.22222222222222,False
using,237.66,237.96,0.3,0.04,0,5,0.06,0.039999999999992,0.1320297250421826,242.40270884396907,237.81,16.666666666666668,False
the,238.0,238.06,0.06,0.06,0,3,0.02,0.0600000000000022,0.1312281359539505,176.0984124001219,238.03,50.0,False
volumes,238.12,238.6,0.48,0.02,0,7,0.0685714285714285,0.0200000000000102,0.1695590022756819,202.52389947338,238.36,14.583333333333334,True
of,238.62,238.7,0.08,0.04,0,2,0.04,0.0400000000000204,0.110361523637995,241.55340016459084,238.66,25.0,False
data,238.74,239.06,0.32,0.44,0,4,0.08,0.4399999999999977,0.1759933052915433,156.51207559244395,238.9,12.5,True
that,239.5,239.62,0.12,0.02,0,4,0.03,0.0199999999999818,0.1933872321508213,226.79739358169263,239.56,33.333333333333336,False
we,239.64,239.7,0.06,0.06,0,2,0.03,0.0600000000000022,0.0999258559589222,173.70803097431997,239.67,33.333333333333336,False
were,239.76,239.86,0.1,0.04,0,4,0.025,0.039999999999992,0.1699088790410853,208.9645869239208,239.81,40.0,False
making,239.9,240.14,0.24,0.04,0,6,0.04,0.0400000000000204,0.0794455129605134,155.1327651767072,240.02,25.0,False
available,240.18,240.66,0.48,0.04,0,9,0.0533333333333333,0.039999999999992,0.1902886740074352,173.17587726088806,240.42,18.75,False
to,240.7,240.8,0.1,0.08,0,2,0.05,0.079999999999984,0.0425641370941451,,240.75,20.0,False
them,240.88,241.08,0.2,1.42,0,4,0.05,1.4199999999999875,0.0677905030485849,,240.98,20.0,False
instead,242.5,243.16,0.66,0.52,0,7,0.0942857142857142,0.5200000000000102,0.2247196573178453,209.46159190184085,242.83,10.606060606060606,True
our,243.68,243.8,0.12,0.06,0,3,0.04,0.0600000000000022,0.2426902479050078,172.40268598638178,243.74,25.0,False
super,243.86,244.2,0.34,0.04,0,5,0.068,0.0400000000000204,0.1216320738778617,230.2531893390052,244.03,14.705882352941176,True
fancy,244.24,244.62,0.38,0.04,0,5,0.076,0.039999999999992,0.1741923405604789,275.9872688709452,244.43,13.157894736842104,True
a,244.66,244.74,0.08,0.1,0,1,0.08,0.0999999999999943,0.3911735276343183,313.4025779336884,244.7,12.5,True
i,244.84,244.92,0.08,0.16,0,1,0.08,0.160000000000025,0.5003096714443165,249.4109776995251,244.88,12.5,True
had,245.08,245.2,0.12,0.02,0,3,0.04,0.0200000000000102,0.1885454368324958,284.3810090954267,245.14,25.0,False
discovered,245.22,245.84,0.62,0.64,0,10,0.062,0.6399999999999864,0.1854310544766489,203.37354812337108,245.53,16.129032258064516,True
that,246.48,246.58,0.1,0.02,0,4,0.025,0.0199999999999818,0.1948718327294026,220.38806368135096,246.53,40.0,False
when,246.6,246.72,0.12,0.02,0,4,0.03,0.0200000000000102,0.2559885348372642,275.6460419356645,246.66,33.333333333333336,False
the,246.74,246.8,0.06,0.04,0,3,0.02,0.039999999999992,0.3164265194299822,296.5937402023299,246.77,50.0,False
clinician,246.84,247.26,0.42,0.04,0,9,0.0466666666666666,0.0400000000000204,0.1870880346282881,288.03005999839127,247.05,21.42857142857143,False
writes,247.3,247.52,0.22,0.04,0,6,0.0366666666666666,0.039999999999992,0.252135495918709,271.3936781374401,247.41000000000005,27.272727272727273,False
down,247.56,247.76,0.2,0.04,0,4,0.05,0.0400000000000204,0.279456935312748,283.4536896121704,247.66,20.0,False
the,247.8,247.84,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.2415570499729371,278.8893125660818,247.82,75.0,False
word,247.9,248.22,0.32,1.06,0,4,0.08,1.0600000000000025,0.3495257429597265,255.3708365972893,248.06,12.5,True
chaplain,249.28,249.94,0.66,1.26,0,8,0.0825,1.259999999999991,0.1744068496606256,264.68731922989986,249.61,12.12121212121212,True
in,251.2,251.28,0.08,0.04,0,2,0.04,0.039999999999992,0.2775006128918776,242.82238915540117,251.24,25.0,False
the,251.32,251.38,0.06,0.04,0,3,0.02,0.039999999999992,0.4227245064772773,226.48430224535068,251.35,50.0,False
clinic,251.42,251.72,0.3,0.04,0,6,0.0499999999999999,0.039999999999992,0.2155610628899369,246.9154924172309,251.57,20.0,False
note,251.76,252.02,0.26,0.96,0,4,0.065,0.9599999999999796,0.2430304264313319,272.14037716487263,251.89,15.384615384615383,True
it's,252.98,253.16,0.18,0.04,0,4,0.045,0.039999999999992,0.2790440190237139,202.2522199545745,253.07,22.22222222222222,False
often,253.2,253.46,0.26,0.02,0,5,0.052,0.0199999999999818,0.2251276288346365,183.47687396532663,253.33,19.23076923076923,False
a,253.48,253.52,0.04,0.04,0,1,0.04,0.039999999999992,0.2208040780147359,162.3741091159158,253.5,25.0,False
bad,253.56,253.78,0.22,0.06,0,3,0.0733333333333333,0.0600000000000022,0.2793734180511456,155.44847242019046,253.67,13.636363636363637,True
sign,253.84,254.16,0.32,1.02,0,4,0.08,1.0200000000000102,0.1282161962211279,150.37906481819385,254.0,12.5,True
yeah,255.18,255.38,0.2,0.72,0,4,0.05,0.7200000000000273,0.4202138126741652,184.2534410459742,255.28,20.0,False
so,256.1,256.22,0.12,0.58,0,2,0.06,0.5799999999999841,0.5265822452501744,249.8297979396963,256.16,16.666666666666668,False
in,256.8,256.9,0.1,0.04,0,2,0.05,0.0400000000000204,0.417280626513104,211.19237507369576,256.85,20.0,False
our,256.94,257.08,0.14,0.06,0,3,0.0466666666666666,0.0600000000000022,0.6331076808515002,294.7309034907534,257.01,21.428571428571427,False
patients,257.14,257.54,0.4,0.02,0,8,0.05,0.0199999999999818,0.2216545594079725,213.9384481110371,257.34000000000003,20.0,False
for,257.56,257.66,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.4508750305324892,260.485577762863,257.61,30.0,False
suffering,257.72,258.14,0.42,0.04,0,9,0.0466666666666666,0.0400000000000204,0.2376964384443461,228.03990390916317,257.93,21.42857142857143,False
from,258.18,258.32,0.14,0.06,0,4,0.035,0.0600000000000022,0.1802660875958976,229.3831508519362,258.25,28.57142857142857,False
sexus,258.38,258.96,0.58,0.7,0,5,0.1159999999999999,0.7000000000000455,0.2380241933917149,225.03036337164144,258.67,8.620689655172415,True
nra,259.66,260.36,0.7,0.1,0,3,0.2333333333333333,0.0999999999999659,0.5425379601929424,235.1730511572352,260.01,4.285714285714286,True
had,260.46,260.58,0.12,0.02,0,3,0.04,0.0200000000000386,0.4499270814137395,213.18194591742144,260.52,25.0,False
a,260.6,260.62,0.02,0.04,0,1,0.02,0.0400000000000204,0.3413585404541494,227.7479768001425,260.61,50.0,False
really,260.66,260.86,0.2,0.06,0,6,0.0333333333333333,0.0600000000000022,0.2203297114054344,241.49095940374767,260.76,30.0,False
bad,260.92,261.14,0.22,0.04,0,3,0.0733333333333333,0.0400000000000204,0.4072392399517499,205.6006324291046,261.03,13.636363636363637,True
case,261.18,261.48,0.3,0.02,0,4,0.075,0.0199999999999818,0.1158836312370711,173.5871507400045,261.33000000000004,13.333333333333334,True
of,261.5,261.66,0.16,0.38,0,2,0.08,0.3799999999999954,0.1766748837116073,166.4234914410869,261.58000000000004,12.5,True
causality,262.04,262.66,0.62,0.08,0,9,0.0688888888888888,0.079999999999984,0.2862312256251283,188.8223436507164,262.35,14.516129032258064,True
leakage,262.74,263.3,0.56,0.84,0,7,0.08,0.839999999999975,0.0853981143319666,179.91659292135623,263.02,12.499999999999998,True
you,264.14,264.22,0.08,0.06,0,3,0.0266666666666666,0.0599999999999454,0.1751511444277343,191.7385381792313,264.18,37.5,False
see,264.28,264.38,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.1924938965608215,287.803447860394,264.33,30.0,False
what,264.44,264.56,0.12,0.04,0,4,0.03,0.0400000000000204,0.4377898754232672,277.554229399498,264.5,33.333333333333336,False
it,264.6,264.66,0.06,0.08,0,2,0.03,0.079999999999984,0.1527808222563295,197.38112798918945,264.63,33.333333333333336,False
happened,264.74,265.32,0.58,0.5,0,8,0.0725,0.5,0.2740684421813368,246.0329031465337,265.03,13.793103448275865,True
is,265.82,265.96,0.14,0.04,0,2,0.07,0.0400000000000204,0.4832936799420293,229.1328500958056,265.89,14.285714285714285,True
that,266.0,266.12,0.12,0.06,0,4,0.03,0.0600000000000022,0.6550968515572839,241.7387100749101,266.06,33.333333333333336,False
the,266.18,266.22,0.04,0.08,0,3,0.0133333333333333,0.079999999999984,0.225067539550563,178.62343090508816,266.20000000000005,75.0,False
clinician,266.3,266.98,0.68,0.06,0,9,0.0755555555555555,0.0600000000000022,0.2001207113605639,239.78800453865588,266.64,13.235294117647058,True
realized,267.04,267.48,0.44,0.0,0,8,0.055,0.0,0.412661838511685,269.8009162885057,267.26,18.181818181818183,False
that,267.48,267.54,0.06,0.02,0,4,0.015,0.0199999999999818,0.0934604131925454,226.6306540298033,267.51,66.66666666666667,False
the,267.56,267.62,0.06,0.04,0,3,0.02,0.0400000000000204,0.1843654819071732,209.87354011579492,267.59000000000003,50.0,False
situation,267.66,268.1,0.44,0.04,0,9,0.0488888888888888,0.0399999999999636,0.1856640065726904,261.51206444919467,267.88,20.454545454545453,False
looked,268.14,268.28,0.14,0.06,0,6,0.0233333333333333,0.0600000000000022,0.1298982288227637,197.26319469800757,268.21,42.857142857142854,False
grim,268.34,268.6,0.26,0.66,0,4,0.065,0.6599999999999682,0.2729856005728195,267.9355625050597,268.47,15.384615384615383,True
as,269.26,269.52,0.26,0.0,0,2,0.13,0.0,0.4072290630600923,285.88385462050496,269.39,7.692307692307692,True
for,269.52,269.64,0.12,0.04,0,3,0.04,0.0400000000000204,0.1460069544211911,238.7696344695458,269.58,25.0,False
the,269.68,269.74,0.06,0.06,0,3,0.02,0.0600000000000022,0.0623285250557145,,269.71000000000004,50.0,False
chaplain,269.8,270.38,0.58,0.52,0,8,0.0725,0.5199999999999818,0.2747281648473563,269.2779849724309,270.09000000000003,13.793103448275865,True
and,270.9,271.02,0.12,0.0,0,3,0.04,0.0,0.1633867306233073,236.20662262574868,270.96,25.0,False
then,271.02,271.12,0.1,0.02,0,4,0.025,0.0199999999999818,0.2972539031926747,231.80092936900311,271.07,40.0,False
an,271.14,271.2,0.06,0.08,0,2,0.03,0.079999999999984,0.2486049397471418,200.59240489258383,271.17,33.333333333333336,False
unfortunate,271.28,271.96,0.68,0.02,0,11,0.0618181818181818,0.0200000000000386,0.253708832213982,238.78210196457343,271.62,16.176470588235293,True
event,271.98,272.24,0.26,0.06,0,5,0.052,0.0600000000000022,0.2361853547278786,160.00596128084842,272.11,19.23076923076923,False
occurred,272.3,272.72,0.42,1.72,0,8,0.0525,1.7199999999999704,0.1192607544721895,73.97065683221486,272.51,19.047619047619047,False
meanwhile,274.44,274.84,0.4,0.06,0,9,0.0444444444444444,0.0600000000000022,0.4921907460144953,261.84252020141645,274.64,22.5,False
are,274.9,275.06,0.16,0.02,0,3,0.0533333333333333,0.0199999999999818,0.429757116741852,198.665775785722,274.98,18.75,False
a,275.08,275.14,0.06,0.1,0,1,0.06,0.1000000000000227,0.3341619824247648,205.963145180276,275.11,16.666666666666668,False
i,275.24,275.36,0.12,0.62,0,1,0.12,0.6200000000000045,0.4407735988460229,237.83048031476272,275.3,8.333333333333334,True
noticed,275.98,276.4,0.42,0.04,0,7,0.06,0.0400000000000204,0.314739557179342,255.31587665763823,276.19,16.666666666666668,False
the,276.44,276.5,0.06,0.12,0,3,0.02,0.1200000000000045,0.1245249993271972,207.4592539150228,276.47,50.0,False
action,276.62,277.04,0.42,0.04,0,6,0.0699999999999999,0.0399999999999636,0.233527144064147,259.6992265563347,276.83000000000004,14.285714285714286,True
of,277.08,277.14,0.06,0.02,0,2,0.03,0.0200000000000386,0.1634736076885049,198.62369786232043,277.11,33.333333333333336,False
the,277.16,277.22,0.06,0.04,0,3,0.02,0.0399999999999636,0.2102094646587105,165.02053226193033,277.19000000000005,50.0,False
clinician,277.26,277.7,0.44,0.02,0,9,0.0488888888888888,0.0200000000000386,0.1480177597776787,219.95427065899707,277.48,20.454545454545453,False
had,277.72,277.8,0.08,0.04,0,3,0.0266666666666666,0.0399999999999636,0.0904258910668623,157.080734374025,277.76,37.5,False
taken,277.84,278.3,0.46,1.08,0,5,0.092,1.079999999999984,0.1208292429861523,190.99160759454543,278.07,10.869565217391305,True
and,279.38,279.52,0.14,0.04,0,3,0.0466666666666666,0.0400000000000204,0.2920277117150054,238.6184768599561,279.45,21.428571428571427,False
you,279.56,279.6,0.04,0.08,0,3,0.0133333333333333,0.079999999999984,0.3392751373032649,258.21405219508165,279.58000000000004,75.0,False
was,279.68,279.78,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.3605524576129961,294.49044852086826,279.73,30.0,False
using,279.84,280.14,0.3,0.06,0,5,0.06,0.0600000000000022,0.2502113355364289,245.33364111588745,279.99,16.666666666666668,False
that,280.2,280.32,0.12,0.06,0,4,0.03,0.0600000000000022,0.5135236863482007,255.70449799335063,280.26,33.333333333333336,False
action,280.38,280.7,0.32,0.04,0,6,0.0533333333333333,0.0400000000000204,0.2413614656896167,253.35086277064423,280.54,18.75,False
to,280.74,280.8,0.06,0.06,0,2,0.03,0.0600000000000022,0.0645711926274401,,280.77,33.333333333333336,False
make,280.86,280.98,0.12,0.26,0,4,0.03,0.2599999999999909,0.2928056774734294,226.6915022193525,280.92,33.333333333333336,False
excellent,281.24,281.8,0.56,0.04,0,9,0.0622222222222222,0.0399999999999636,0.2776928448468687,227.46624020118287,281.52,16.07142857142857,True
predictions,281.84,282.48,0.64,1.18,0,11,0.0581818181818181,1.1800000000000068,0.1154859891331375,246.8759647435672,282.16,17.1875,False
about,283.66,283.92,0.26,0.04,0,5,0.052,0.0399999999999636,0.4657900053783729,252.8381823995556,283.79,19.23076923076923,False
what,283.96,284.1,0.14,0.02,0,4,0.035,0.0199999999999818,0.2995220623978059,239.64307043039557,284.03,28.57142857142857,False
the,284.12,284.16,0.04,0.04,0,3,0.0133333333333333,0.0399999999999636,0.3122925752358548,188.1786240117288,284.14,75.0,False
clinician,284.2,284.58,0.38,0.06,0,9,0.0422222222222222,0.0600000000000022,0.1310918532738975,192.99765671295077,284.39,23.684210526315788,False
already,284.64,284.92,0.28,0.04,0,7,0.04,0.0399999999999636,0.2520372568406454,163.1009733678605,284.78,24.999999999999996,False
knew,284.96,285.18,0.22,1.98,0,4,0.055,1.9800000000000184,0.0906161303970236,148.04616920435572,285.07,18.181818181818183,False
it,287.16,287.28,0.12,0.04,0,2,0.06,0.0400000000000204,0.3021097635077729,306.33006055045905,287.22,16.666666666666668,False
was,287.32,287.42,0.1,0.08,0,3,0.0333333333333333,0.079999999999984,0.3584437894905144,291.2003191589798,287.37,30.0,False
situation,287.5,288.3,0.8,0.06,0,9,0.0888888888888888,0.0600000000000022,0.2233223935825718,237.2225583096326,287.9,11.25,True
such,288.36,288.6,0.24,0.0,0,4,0.06,0.0,0.2050066600016169,299.05701595935693,288.48,16.666666666666668,False
as,288.6,288.7,0.1,0.06,0,2,0.05,0.0600000000000022,0.1482885455959982,305.1832759877448,288.65,20.0,False
these,288.76,289.1,0.34,0.02,0,5,0.068,0.0199999999999818,0.1220163433158058,172.13275306126135,288.93,14.705882352941176,True
that,289.12,289.22,0.1,0.04,0,4,0.025,0.0399999999999636,0.1681377577871398,191.72281938944212,289.17,40.0,False
brought,289.26,289.48,0.22,0.04,0,7,0.0314285714285714,0.0399999999999636,0.3857665197755276,249.3171854961621,289.37,31.818181818181817,False
me,289.52,289.58,0.06,0.06,0,2,0.03,0.0600000000000022,0.1810872375407266,305.7182064474049,289.54999999999995,33.333333333333336,False
to,289.64,289.72,0.08,0.08,0,2,0.04,0.079999999999984,0.1010140941620702,278.9075439233473,289.68,25.0,False
realise,289.8,290.44,0.64,0.04,0,7,0.0914285714285714,0.0400000000000204,0.2968943846194396,216.2143792813104,290.12,10.9375,True
the,290.48,290.56,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.1880370416068648,206.31881643652565,290.52,37.5,False
value,290.62,291.2,0.58,0.64,0,5,0.1159999999999999,0.6399999999999864,0.2550911427089014,228.91808389625,290.91,8.620689655172415,True
of,291.84,292.0,0.16,0.06,0,2,0.08,0.0600000000000022,0.1991419729207895,190.3849879925894,291.92,12.5,True
a,292.06,292.18,0.12,0.06,0,1,0.12,0.0600000000000022,0.4253241395880424,225.327209820588,292.12,8.333333333333334,True
i,292.24,292.3,0.06,0.12,0,1,0.06,0.1200000000000045,0.4399019404230079,297.2255477775196,292.27,16.666666666666668,False
systems,292.42,292.9,0.48,0.02,0,7,0.0685714285714285,0.0200000000000386,0.1246129877666649,178.67634604933826,292.66,14.583333333333334,True
that,292.92,293.0,0.08,0.04,0,4,0.02,0.0400000000000204,0.2507073750122974,173.66819475115707,292.96000000000004,50.0,False
can,293.04,293.12,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.152059442376515,233.39518731684865,293.08000000000004,37.5,False
provide,293.18,293.62,0.44,0.1,0,7,0.0628571428571428,0.1000000000000227,0.3594322978409709,191.45232232672015,293.4,15.909090909090908,True
explanation,293.72,294.54,0.82,0.1,0,11,0.0745454545454545,0.0999999999999659,0.1537882598526415,198.5803005418783,294.13,13.414634146341465,True
for,294.64,294.74,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.161710431271361,168.50930230218074,294.69,30.0,False
their,294.8,294.92,0.12,0.04,0,5,0.024,0.0399999999999636,0.218693625139122,165.24211734900751,294.86,41.66666666666667,False
decisions,294.96,295.6,0.64,0.94,0,9,0.0711111111111111,0.9399999999999976,0.0543034865042367,184.8363263310509,295.28,14.0625,True
because,296.54,296.8,0.26,0.02,0,7,0.0371428571428571,0.0199999999999818,0.2417176901865385,242.49727588287988,296.67,26.923076923076923,False
while,296.82,297.04,0.22,0.08,0,5,0.044,0.079999999999984,0.5624367094101894,278.9934990825092,296.93,22.727272727272727,False
explanation,297.12,297.8,0.68,0.04,0,11,0.0618181818181818,0.0399999999999636,0.1975759130547619,251.95374606350703,297.46000000000004,16.176470588235293,True
alone,297.84,298.28,0.44,0.06,0,5,0.088,0.0600000000000022,0.2088220035019631,203.79129756088005,298.05999999999995,11.363636363636363,True
cannot,298.34,298.7,0.36,0.08,0,6,0.06,0.079999999999984,0.2862460456453645,212.99490000704225,298.52,16.666666666666668,False
guarantee,298.78,299.22,0.44,0.04,0,9,0.0488888888888888,0.0399999999999636,0.1926801394362353,225.1986511458582,299.0,20.454545454545453,False
causality,299.26,299.94,0.68,0.12,0,9,0.0755555555555555,0.1200000000000045,0.284927724929523,276.15396538545923,299.6,13.235294117647058,True
or,300.06,300.16,0.1,0.08,0,2,0.05,0.079999999999984,0.212799367052013,166.41057906790604,300.11,20.0,False
fairness,300.24,300.88,0.64,0.04,0,8,0.08,0.0400000000000204,0.2670205963333145,292.03568972572435,300.56,12.5,True
or,300.92,300.98,0.06,0.08,0,2,0.03,0.079999999999984,0.2256940964057959,91.55437222886796,300.95000000000005,33.333333333333336,False
safety,301.06,301.54,0.48,0.18,0,6,0.08,0.1800000000000068,0.134872650971609,266.3163758969013,301.3,12.5,True
or,301.72,301.8,0.08,0.04,0,2,0.04,0.0399999999999636,0.2604634159940636,197.88078688359323,301.76,25.0,False
any,301.84,302.0,0.16,0.04,0,3,0.0533333333333333,0.0400000000000204,0.2854662692487908,252.45333505920544,301.92,18.75,False
other,302.04,302.26,0.22,0.38,0,5,0.044,0.3799999999999954,0.3239679841407085,235.31488405717255,302.15,22.727272727272727,False
hard,302.64,302.92,0.28,0.02,0,4,0.07,0.0199999999999818,0.2795524944227124,245.5590982000364,302.78,14.285714285714285,True
to,302.94,303.0,0.06,0.06,0,2,0.03,0.0600000000000022,0.0756805812302852,324.9544205299562,302.97,33.333333333333336,False
explain,303.06,303.5,0.44,0.02,0,7,0.0628571428571428,0.0199999999999818,0.1903201165584653,267.6881831370174,303.28,15.909090909090908,True
to,303.52,303.6,0.08,0.06,0,2,0.04,0.0600000000000022,0.064278257529201,137.47483345819785,303.56,25.0,False
a,303.66,303.68,0.02,0.08,0,1,0.02,0.079999999999984,0.211278680945248,193.2557943993227,303.67,50.0,False
literal,303.76,304.16,0.4,0.06,0,7,0.0571428571428571,0.0600000000000022,0.3444204366764364,234.17898885092808,303.96000000000004,17.5,False
computer,304.22,304.62,0.4,0.04,0,8,0.05,0.0400000000000204,0.1121661599473214,193.6097499740942,304.42,20.0,False
objective,304.66,305.34,0.68,1.18,0,9,0.0755555555555555,1.1800000000000068,0.1726838455069232,243.90611209470768,305.0,13.235294117647058,True
having,306.52,306.76,0.24,0.04,0,6,0.04,0.0400000000000204,0.4339407334672897,198.45193595015635,306.64,25.0,False
some,306.8,306.92,0.12,0.06,0,4,0.03,0.0600000000000022,0.1766805282431856,272.74269349681816,306.86,33.333333333333336,False
insides,306.98,307.48,0.5,0.04,0,7,0.0714285714285714,0.0399999999999636,0.2522959138599692,286.80441645046534,307.23,14.0,True
into,307.52,307.7,0.18,0.04,0,4,0.045,0.0400000000000204,0.1600394177587228,250.5553638177909,307.61,22.22222222222222,False
an,307.74,307.8,0.06,0.06,0,2,0.03,0.0600000000000022,0.1329986160255639,168.98160515611923,307.77,33.333333333333336,False
ais,307.86,308.22,0.36,0.08,0,3,0.12,0.079999999999984,0.3040947588994244,190.13252824495055,308.04,8.333333333333334,True
logic,308.3,308.9,0.6,0.8,0,5,0.12,0.8000000000000114,0.2345216290038487,209.70806502096468,308.6,8.333333333333334,True
can,309.7,309.82,0.12,0.06,0,3,0.04,0.0600000000000022,0.2419829485695542,310.3360737341204,309.76,25.0,False
help,309.88,310.06,0.18,0.02,0,4,0.045,0.0199999999999818,0.3826556315795166,324.2423301591896,309.97,22.22222222222222,False
us,310.08,310.18,0.1,0.04,0,2,0.05,0.0400000000000204,0.1873456244821654,327.8544991324844,310.13,20.0,False
identify,310.22,310.74,0.52,0.06,0,8,0.065,0.0600000000000022,0.3170039128278371,264.2115946890948,310.48,15.384615384615383,True
